STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT06,WT08,WT09
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/11/1997,,,,,,,,13.3,6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/11/1997,,,,,,,,9.4,4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/11/1997,,,,,,,,5.6,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/11/1997,,,,,,,,3.9,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/11/1997,,,,,,,,8.9,2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/11/1997,,,,,,,,10.6,2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/11/1997,,,,,,,,8.9,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/11/1997,,,,,,,,9.4,5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/11/1997,,,,,,,,7.2,4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/11/1997,,,,,,,,6.7,3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/11/1997,,,,,,,,5,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/11/1997,,,,,,,,1.1,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/11/1997,,,,,,,,2.8,-6.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/11/1997,,,,,,,,1.7,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/11/1997,,,,,,,,1.7,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/11/1997,,,,,,,,0.6,-6.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",17/11/1997,,,,,,,,1.7,-8.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/11/1997,,,,,,,,3.9,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/11/1997,,,,,,,,10.6,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/11/1997,,,,,,,,11.1,-3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/11/1997,,,,,,,,9.4,3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/11/1997,,,,,,,,6.1,2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/11/1997,,,,,,,,4.4,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/11/1997,,,,,,,,2.8,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/11/1997,,,,,,,,12.2,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/11/1997,,,,,,,,12.2,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/11/1997,,,,,,,,7.8,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/11/1997,,,,,,,,15,6.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",29/11/1997,,,,,,,,15,10,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",30/11/1997,,,,,,,,13.3,3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/12/1997,,,,,,,,3.9,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/12/1997,,,,,,,,5.6,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/12/1997,,,,,,,,11.7,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/12/1997,,,,,,,,7.8,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/12/1997,,,,,,,,-0.6,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/12/1997,,,,,,,,-2.8,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/12/1997,,,,,,,,0.6,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/12/1997,,,,,,,,0.6,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/12/1997,,,,,,,,1.7,-1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/12/1997,,,,,,,,7.2,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/12/1997,,,,,,,,0.6,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/12/1997,,,,,,,,0,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/12/1997,,,,,,,,1.7,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/12/1997,,,,,,,,1.1,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/12/1997,,,,,,,,6.1,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/12/1997,,,,,,,,9.4,-3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",17/12/1997,,,,,,,,7.8,-3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/12/1997,,,,,,,,8.3,-6.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/12/1997,,,,,,,,13.3,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/12/1997,,,,,,,,6.1,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/12/1997,,,,,,,,3.3,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/12/1997,,,,,,,,9.4,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/12/1997,,,,,,,,6.1,1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/12/1997,,,,,,,,8.9,1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/12/1997,,,,,,,,7.8,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/12/1997,,,,,,,,1.7,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/12/1997,,,,,,,,1.1,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/12/1997,,,,,,,,1.1,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",29/12/1997,,,,,,,,1.1,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",30/12/1997,,,,,,,,-1.1,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",31/12/1997,,,,,,,,-5,-11.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/01/1998,,,,,,,,1.7,-10.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/01/1998,,,,,,,,8.9,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/01/1998,,,,,,,,12.8,6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/01/1998,,,,,,,,15.6,10,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/01/1998,,,,,,,,16.1,10,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/01/1998,,,,,,,,15,12.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/01/1998,,,,,,,,15,6.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/01/1998,,,,,,,,11.1,4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/01/1998,,,,,,,,8.3,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/01/1998,,,,,,,,4.4,-3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/01/1998,,,,,,,,1.7,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/01/1998,,,,,,,,8.3,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/01/1998,,,,,,,,9.4,-8.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/01/1998,,,,,,,,0,-12.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/01/1998,,,,,,,,1.7,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/01/1998,,,,,,,,-1.1,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",17/01/1998,,,,,,,,-1.1,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/01/1998,,,,,,,,-1.7,-9.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/01/1998,,,,,,,,-2.2,-11.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/01/1998,,,,,,,,-3.9,-7.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/01/1998,,,,,,,,0,-7.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/01/1998,,,,,,,,3.9,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/01/1998,,,,,,,,5.6,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/01/1998,,,,,,,,-0.6,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/01/1998,,,,,,,,-0.6,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/01/1998,,,,,,,,4.4,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/01/1998,,,,,,,,6.1,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/01/1998,,,,,,,,9.4,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",29/01/1998,,,,,,,,6.1,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",30/01/1998,,,,,,,,0,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",31/01/1998,,,,,,,,0.6,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/02/1998,,,,,,,,7.2,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/02/1998,,,,,,,,11.1,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/02/1998,,,,,,,,3.3,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/02/1998,,,,,,,,-1.1,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/02/1998,,,,,,,,-1.7,-3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/02/1998,,,,,,,,3.9,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/02/1998,,,,,,,,7.2,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/02/1998,,,,,,,,6.1,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/02/1998,,,,,,,,9.4,-7.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/02/1998,,,,,,,,10,-3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/02/1998,,,,,,,,10,3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/02/1998,,,,,,,,4.4,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/02/1998,,,,,,,,2.2,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/02/1998,,,,,,,,5.6,-2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/02/1998,,,,,,,,7.2,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/02/1998,,,,,,,,6.7,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/02/1998,,,,,,,,7.2,2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/02/1998,,,,,,,,4.4,2.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/02/1998,,,,,,,,4.4,1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/02/1998,,,,,,,,5.6,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/02/1998,,,,,,,,8.3,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/02/1998,,,,,,,,3.9,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/02/1998,,,,,,,,6.1,-5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/02/1998,,,,,,,,8.3,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/02/1998,,,,,,,,13.9,0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/02/1998,,,,,,,,17.2,5,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/02/1998,,,,,,,,11.7,3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/03/1998,,,,,,,,8.9,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/03/1998,,,,,,,,5.6,-3.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/03/1998,,,,,,,,2.2,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/03/1998,,,,,,,,1.7,-3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/03/1998,,,,,,,,2.2,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/03/1998,,,,,,,,7.2,-2.8,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/03/1998,,,,,,,,11.7,-3.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/03/1998,,,,,,,,15,4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/03/1998,,,,,,,,13.9,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/03/1998,,,,,,,,-4.4,-8.3,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/03/1998,,,,,,,,-6.1,-10.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/03/1998,,,,,,,,-3.3,-11.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/03/1998,,,,,,,,1.1,-10.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/03/1998,,,,,,,,4.4,-5.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/03/1998,,,,,,,,1.1,-8.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/03/1998,,,,,,,,5.6,-6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",17/03/1998,,,,,,,,8.3,0,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/03/1998,,,,,,,,12.2,6.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/03/1998,,,,,,,,15.6,7.2,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/03/1998,,,,,,,,7.8,1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/03/1998,,,,,,,,1.7,-0.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/03/1998,,,,,,,,4.4,-1.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/03/1998,,,,,,,,5.6,-4.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/03/1998,,,,,,,,8.3,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/03/1998,,,,,,,,11.1,-1.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/03/1998,,,,,,,,24.4,8.9,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/03/1998,,,,,,,,26.1,15.6,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/03/1998,,,,,,,,23.9,14.4,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",29/03/1998,,,,,,,,27.2,11.1,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",30/03/1998,,,,,,,,26.7,16.7,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",31/03/1998,,,,,,,,26.7,15,,,,,,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",01/04/1998,5.3,1257,1536,8.1,,,12.8,16.7,8.9,,200,220,12.5,14.8,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",02/04/1998,4.8,31,30,0,,,8.9,12.8,4.4,,270,270,11.2,13.9,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",03/04/1998,3.8,2057,2057,0.5,,,6.7,12.2,0.6,,20,10,10.7,13,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",04/04/1998,6.8,1029,917,0.5,,,5,8.9,0.6,,10,360,11.6,15.2,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",05/04/1998,2.6,1546,1545,0,,,5.6,13.3,-2.8,,310,320,6.7,7.6,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",06/04/1998,2.5,1146,1221,0,,,7.2,15,-0.6,,310,350,4.5,7.2,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",07/04/1998,3.8,1227,1309,4.8,,,10,17.8,2.2,,110,110,7.2,8.9,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",08/04/1998,4.8,1447,1501,11.2,,,16.1,22.8,9.4,,230,260,11.6,14.3,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",09/04/1998,6.2,1026,1021,19.8,,,10.6,14.4,6.7,,250,230,13,17.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",10/04/1998,5.5,1546,1545,0.3,,,7.8,12.2,2.8,,360,360,10.3,13.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",11/04/1998,1.9,1512,1535,0,,,7.2,14.4,-0.6,,290,290,6.7,7.6,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",12/04/1998,2.6,1426,1445,0,,,10.6,18.9,1.7,,150,110,6.7,7.6,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",13/04/1998,5.5,2138,1100,0.3,,,15,21.7,8.3,,210,170,12.5,14.8,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",14/04/1998,6,1130,1338,1,,,14.4,17.8,11.1,,240,270,10.3,13.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",15/04/1998,2.8,1904,1903,0.8,,,12.2,18.3,5.6,,150,150,10.3,11.6,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",16/04/1998,4.9,1909,1926,45.7,,,17.2,21.7,12.8,,200,200,9.4,12.5,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",17/04/1998,4.6,8,256,0,,,8.9,13.3,4.4,,310,300,8.9,10.7,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",18/04/1998,2.7,2244,1245,0.3,,,7.8,13.9,1.1,,100,100,6.7,8,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",19/04/1998,5.1,1925,1916,13,,,7.8,9.4,6.1,,340,350,8.9,11.2,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",20/04/1998,1.8,0,2359,0,,,10,16.7,3.3,,350,350,6.3,8,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",21/04/1998,2.4,2103,2102,1,,,11.1,17.2,4.4,,160,160,7.6,9.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",22/04/1998,3.4,1718,1718,3,,,13.3,17.8,8.3,,140,140,10.7,13.9,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",23/04/1998,3.1,1839,1400,0,,,13.3,18.9,7.2,,310,340,6.7,9.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",24/04/1998,3.8,1435,1832,0,,,13.3,22.8,3.3,,280,310,9.8,12.5,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",25/04/1998,3.1,1808,1808,0.5,,,14.4,22.2,6.7,,250,250,10.3,12.5,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",26/04/1998,5.1,1554,1311,18,,,12.8,18.9,6.1,,360,270,9.8,13.4,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",27/04/1998,4.9,1843,1358,0,,,7.8,13.9,1.7,,10,30,8,11.2,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",28/04/1998,2.9,1746,1523,0,,,8.9,17.8,0,,60,60,5.8,8,,,,,,,
USW00004804,"COLUMBUS OHIO STATE UNIVERSITY AIRPORT, OH US",29/04/1998,3.5,1725,1725,1.8,,,13.3,18.3,8.3,,200,200,8.9,10.7,,,,,,,
